"","...1","laufnummer","site","location_old","order","family","size","ecomorphology","area_pool","human_influence","location","method"
"3840",3840,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3841",3841,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3842",3842,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3843",3843,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3844",3844,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3845",3845,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3846",3846,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3847",3847,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3848",3848,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3849",3849,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3850",3850,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3851",3851,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3852",3852,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3853",3853,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3854",3854,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3855",3855,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3856",3856,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3857",3857,113,"Nider","Control","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"Control","kick_net"
"3858",3858,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3859",3859,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3860",3860,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3861",3861,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3862",3862,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3863",3863,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3864",3864,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3865",3865,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3866",3866,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3867",3867,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3868",3868,113,"Nider","Control","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"Control","kick_net"
"3869",3869,113,"Nider","Control","Amphipoda","Gammaridae",6,1,30231,24.2948159790324,"Control","kick_net"
"3870",3870,113,"Nider","Control","Amphipoda","Gammaridae",7,1,30231,24.2948159790324,"Control","kick_net"
"3871",3871,113,"Nider","Control","Amphipoda","Gammaridae",7,1,30231,24.2948159790324,"Control","kick_net"
"3872",3872,113,"Nider","Control","Amphipoda","Gammaridae",7,1,30231,24.2948159790324,"Control","kick_net"
"3873",3873,113,"Nider","Control","Amphipoda","Gammaridae",7,1,30231,24.2948159790324,"Control","kick_net"
"3874",3874,113,"Nider","Control","Amphipoda","Gammaridae",7,1,30231,24.2948159790324,"Control","kick_net"
"3875",3875,113,"Nider","Control","Amphipoda","Gammaridae",8,1,30231,24.2948159790324,"Control","kick_net"
"3876",3876,113,"Nider","Control","Amphipoda","Gammaridae",8,1,30231,24.2948159790324,"Control","kick_net"
"3877",3877,113,"Nider","Control","Amphipoda","Gammaridae",8,1,30231,24.2948159790324,"Control","kick_net"
"3878",3878,113,"Nider","Control","Amphipoda","Gammaridae",8,1,30231,24.2948159790324,"Control","kick_net"
"3879",3879,113,"Nider","Control","Amphipoda","Gammaridae",8,1,30231,24.2948159790324,"Control","kick_net"
"3880",3880,113,"Nider","Control","Amphipoda","Gammaridae",8,1,30231,24.2948159790324,"Control","kick_net"
"3881",3881,113,"Nider","Control","Amphipoda","Gammaridae",8,1,30231,24.2948159790324,"Control","kick_net"
"3882",3882,113,"Nider","Control","Amphipoda","Gammaridae",8,1,30231,24.2948159790324,"Control","kick_net"
"3883",3883,113,"Nider","Control","Amphipoda","Gammaridae",8,1,30231,24.2948159790324,"Control","kick_net"
"3884",3884,113,"Nider","Control","Amphipoda","Gammaridae",9,1,30231,24.2948159790324,"Control","kick_net"
"3885",3885,113,"Nider","Control","Amphipoda","Gammaridae",10,1,30231,24.2948159790324,"Control","kick_net"
"3886",3886,113,"Nider","Control","Amphipoda","Gammaridae",10,1,30231,24.2948159790324,"Control","kick_net"
"3887",3887,113,"Nider","Control","Amphipoda","Gammaridae",10,1,30231,24.2948159790324,"Control","kick_net"
"3888",3888,113,"Nider","Control","Amphipoda","Gammaridae",10,1,30231,24.2948159790324,"Control","kick_net"
"3889",3889,113,"Nider","Control","Amphipoda","Gammaridae",11,1,30231,24.2948159790324,"Control","kick_net"
"3890",3890,113,"Nider","Control","Amphipoda","Gammaridae",11,1,30231,24.2948159790324,"Control","kick_net"
"3891",3891,113,"Nider","Control","Amphipoda","Gammaridae",11,1,30231,24.2948159790324,"Control","kick_net"
"3892",3892,113,"Nider","Control","Amphipoda","Gammaridae",11,1,30231,24.2948159790324,"Control","kick_net"
"3893",3893,113,"Nider","Control","Amphipoda","Gammaridae",11,1,30231,24.2948159790324,"Control","kick_net"
"3894",3894,113,"Nider","Control","Amphipoda","Gammaridae",11,1,30231,24.2948159790324,"Control","kick_net"
"3895",3895,113,"Nider","Control","Amphipoda","Gammaridae",11,1,30231,24.2948159790324,"Control","kick_net"
"3896",3896,113,"Nider","Control","Amphipoda","Gammaridae",12,1,30231,24.2948159790324,"Control","kick_net"
"3897",3897,113,"Nider","Control","Amphipoda","Gammaridae",12,1,30231,24.2948159790324,"Control","kick_net"
"3898",3898,113,"Nider","Control","Amphipoda","Gammaridae",12,1,30231,24.2948159790324,"Control","kick_net"
"3899",3899,113,"Nider","Control","Amphipoda","Gammaridae",12,1,30231,24.2948159790324,"Control","kick_net"
"3900",3900,113,"Nider","Control","Amphipoda","Gammaridae",12,1,30231,24.2948159790324,"Control","kick_net"
"3901",3901,113,"Nider","Control","Amphipoda","Gammaridae",12,1,30231,24.2948159790324,"Control","kick_net"
"3902",3902,113,"Nider","Control","Amphipoda","Gammaridae",12,1,30231,24.2948159790324,"Control","kick_net"
"3903",3903,113,"Nider","Control","Amphipoda","Gammaridae",13,1,30231,24.2948159790324,"Control","kick_net"
"3904",3904,113,"Nider","Control","Amphipoda","Gammaridae",13,1,30231,24.2948159790324,"Control","kick_net"
"3905",3905,113,"Nider","Control","Amphipoda","Gammaridae",13,1,30231,24.2948159790324,"Control","kick_net"
"3906",3906,113,"Nider","Control","Amphipoda","Gammaridae",14,1,30231,24.2948159790324,"Control","kick_net"
"3907",3907,113,"Nider","Control","Amphipoda","Gammaridae",14,1,30231,24.2948159790324,"Control","kick_net"
"3908",3908,113,"Nider","Control","Amphipoda","Gammaridae",14,1,30231,24.2948159790324,"Control","kick_net"
"3909",3909,113,"Nider","Control","Amphipoda","Gammaridae",14,1,30231,24.2948159790324,"Control","kick_net"
"3910",3910,113,"Nider","Control","Amphipoda","Gammaridae",15,1,30231,24.2948159790324,"Control","kick_net"
"3911",3911,113,"Nider","Control","Amphipoda","Gammaridae",15,1,30231,24.2948159790324,"Control","kick_net"
"3912",3912,113,"Nider","Control","Amphipoda","Gammaridae",17,1,30231,24.2948159790324,"Control","kick_net"
"3913",3913,113,"Nider","Control","Ephemeroptera","Caenidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3914",3914,113,"Nider","Control","Ephemeroptera","Caenidae",5,1,30231,24.2948159790324,"Control","kick_net"
"3915",3915,113,"Nider","Control","Ephemeroptera","Caenidae",5,1,30231,24.2948159790324,"Control","kick_net"
"3916",3916,113,"Nider","Control","Ephemeroptera","Ephemeridae",12,1,30231,24.2948159790324,"Control","kick_net"
"3917",3917,113,"Nider","Control","Odonata","Cordulegastridae",7,1,30231,24.2948159790324,"Control","kick_net"
"3918",3918,113,"Nider","Control","Odonata","Libellulidae",6,1,30231,24.2948159790324,"Control","kick_net"
"3919",3919,113,"Nider","Control","Odonata","Libellulidae",7,1,30231,24.2948159790324,"Control","kick_net"
"3920",3920,113,"Nider","Control","Odonata","Libellulidae",7,1,30231,24.2948159790324,"Control","kick_net"
"3921",3921,113,"Nider","Control","Heteroptera","Gerridae",3,1,30231,24.2948159790324,"Control","kick_net"
"3922",3922,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3923",3923,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3924",3924,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3925",3925,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3926",3926,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3927",3927,113,"Nider","Control","Coleoptera","Elmidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3928",3928,113,"Nider","Control","Trichoptera","Limnephilidae",6,1,30231,24.2948159790324,"Control","kick_net"
"3929",3929,113,"Nider","Control","Trichoptera","Limnephilidae",7,1,30231,24.2948159790324,"Control","kick_net"
"3930",3930,113,"Nider","Control","Trichoptera","Limnephilidae",8,1,30231,24.2948159790324,"Control","kick_net"
"3931",3931,113,"Nider","Control","Trichoptera","Limnephilidae",9,1,30231,24.2948159790324,"Control","kick_net"
"3932",3932,113,"Nider","Control","Trichoptera","Limnephilidae",9,1,30231,24.2948159790324,"Control","kick_net"
"3933",3933,113,"Nider","Control","Trichoptera","Limnephilidae",10,1,30231,24.2948159790324,"Control","kick_net"
"3934",3934,113,"Nider","Control","Trichoptera","Polycentropodidae",11,1,30231,24.2948159790324,"Control","kick_net"
"3935",3935,113,"Nider","Control","Diptera","Ceratopogonidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3936",3936,113,"Nider","Control","Diptera","Ceratopogonidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3937",3937,113,"Nider","Control","Diptera","Ceratopogonidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3938",3938,113,"Nider","Control","Diptera","Ceratopogonidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3939",3939,113,"Nider","Control","Diptera","Ceratopogonidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3940",3940,113,"Nider","Control","Oligochaeta",NA,4,1,30231,24.2948159790324,"Control","kick_net"
"3941",3941,113,"Nider","Control","Oligochaeta",NA,5,1,30231,24.2948159790324,"Control","kick_net"
"3942",3942,113,"Nider","Control","Oligochaeta",NA,6,1,30231,24.2948159790324,"Control","kick_net"
"3943",3943,113,"Nider","Control","Oligochaeta",NA,7,1,30231,24.2948159790324,"Control","kick_net"
"3944",3944,113,"Nider","Control","Oligochaeta",NA,8,1,30231,24.2948159790324,"Control","kick_net"
"3945",3945,113,"Nider","Control","Oligochaeta",NA,12,1,30231,24.2948159790324,"Control","kick_net"
"3946",3946,113,"Nider","Control","Gastropoda","Lymnaeidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3947",3947,113,"Nider","Control","Bivalvia","Sphaeriidae",1,1,30231,24.2948159790324,"Control","kick_net"
"3948",3948,113,"Nider","Control","Amphipoda","Gammaridae",7,1,30231,24.2948159790324,"Control","kick_net"
"3949",3949,113,"Nider","Control","Amphipoda","Gammaridae",8,1,30231,24.2948159790324,"Control","kick_net"
"3950",3950,113,"Nider","Control","Amphipoda","Gammaridae",8,1,30231,24.2948159790324,"Control","kick_net"
"3951",3951,113,"Nider","Control","Amphipoda","Gammaridae",10,1,30231,24.2948159790324,"Control","kick_net"
"3952",3952,113,"Nider","Control","Amphipoda","Gammaridae",10,1,30231,24.2948159790324,"Control","kick_net"
"3953",3953,113,"Nider","Control","Amphipoda","Gammaridae",11,1,30231,24.2948159790324,"Control","kick_net"
"3954",3954,113,"Nider","Control","Amphipoda","Gammaridae",11,1,30231,24.2948159790324,"Control","kick_net"
"3955",3955,113,"Nider","Control","Amphipoda","Gammaridae",14,1,30231,24.2948159790324,"Control","kick_net"
"3956",3956,113,"Nider","Control","Amphipoda","Gammaridae",16,1,30231,24.2948159790324,"Control","kick_net"
"3957",3957,113,"Nider","Control","Ephemeroptera","Caenidae",4,1,30231,24.2948159790324,"Control","kick_net"
"3958",3958,113,"Nider","Control","Ephemeroptera","Caenidae",5,1,30231,24.2948159790324,"Control","kick_net"
"3959",3959,113,"Nider","Control","Heteroptera","Gerridae",4,1,30231,24.2948159790324,"Control","kick_net"
"3960",3960,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3961",3961,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3962",3962,113,"Nider","Control","Coleoptera","Elmidae",2,1,30231,24.2948159790324,"Control","kick_net"
"3963",3963,113,"Nider","Control","Coleoptera","Elmidae",3,1,30231,24.2948159790324,"Control","kick_net"
"3964",3964,113,"Nider","Control","Coleoptera","Elmidae",6,1,30231,24.2948159790324,"Control","kick_net"
"3965",3965,113,"Nider","Control","Trichoptera","Lepidostomatidae",7,1,30231,24.2948159790324,"Control","kick_net"
"3966",3966,113,"Nider","Control","Diptera","Ceratopogonidae",1,1,30231,24.2948159790324,"Control","kick_net"
"3967",3967,113,"Nider","Control","Diptera","Ceratopogonidae",5,1,30231,24.2948159790324,"Control","kick_net"
"3968",3968,114,"Nider","Inflow","Oligochaeta",NA,2,1,30231,24.2948159790324,"beaver","kick_net"
"3969",3969,114,"Nider","Inflow","Oligochaeta",NA,3,1,30231,24.2948159790324,"beaver","kick_net"
"3970",3970,114,"Nider","Inflow","Oligochaeta",NA,3,1,30231,24.2948159790324,"beaver","kick_net"
"3971",3971,114,"Nider","Inflow","Oligochaeta",NA,3,1,30231,24.2948159790324,"beaver","kick_net"
"3972",3972,114,"Nider","Inflow","Oligochaeta",NA,3,1,30231,24.2948159790324,"beaver","kick_net"
"3973",3973,114,"Nider","Inflow","Oligochaeta",NA,3,1,30231,24.2948159790324,"beaver","kick_net"
"3974",3974,114,"Nider","Inflow","Oligochaeta",NA,3,1,30231,24.2948159790324,"beaver","kick_net"
"3975",3975,114,"Nider","Inflow","Oligochaeta",NA,3,1,30231,24.2948159790324,"beaver","kick_net"
"3976",3976,114,"Nider","Inflow","Oligochaeta",NA,4,1,30231,24.2948159790324,"beaver","kick_net"
"3977",3977,114,"Nider","Inflow","Oligochaeta",NA,4,1,30231,24.2948159790324,"beaver","kick_net"
"3978",3978,114,"Nider","Inflow","Oligochaeta",NA,4,1,30231,24.2948159790324,"beaver","kick_net"
"3979",3979,114,"Nider","Inflow","Oligochaeta",NA,4,1,30231,24.2948159790324,"beaver","kick_net"
"3980",3980,114,"Nider","Inflow","Oligochaeta",NA,5,1,30231,24.2948159790324,"beaver","kick_net"
"3981",3981,114,"Nider","Inflow","Oligochaeta",NA,5,1,30231,24.2948159790324,"beaver","kick_net"
"3982",3982,114,"Nider","Inflow","Oligochaeta",NA,6,1,30231,24.2948159790324,"beaver","kick_net"
"3983",3983,114,"Nider","Inflow","Oligochaeta",NA,6,1,30231,24.2948159790324,"beaver","kick_net"
"3984",3984,114,"Nider","Inflow","Oligochaeta",NA,6,1,30231,24.2948159790324,"beaver","kick_net"
"3985",3985,114,"Nider","Inflow","Oligochaeta",NA,7,1,30231,24.2948159790324,"beaver","kick_net"
"3986",3986,114,"Nider","Inflow","Oligochaeta",NA,9,1,30231,24.2948159790324,"beaver","kick_net"
"3987",3987,114,"Nider","Inflow","Gastropoda","Hydrobiidae",2,1,30231,24.2948159790324,"beaver","kick_net"
"3988",3988,114,"Nider","Inflow","Arachnida","Hydracarina",1,1,30231,24.2948159790324,"beaver","kick_net"
"3989",3989,114,"Nider","Inflow","Arachnida","Hydracarina",2,1,30231,24.2948159790324,"beaver","kick_net"
"3990",3990,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"3991",3991,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"3992",3992,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"3993",3993,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"3994",3994,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"3995",3995,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"3996",3996,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"3997",3997,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"3998",3998,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"3999",3999,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"4000",4000,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"4001",4001,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"4002",4002,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"4003",4003,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"4004",4004,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"4005",4005,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"4006",4006,114,"Nider","Inflow","Amphipoda","Gammaridae",1,1,30231,24.2948159790324,"beaver","kick_net"
"4007",4007,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4008",4008,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4009",4009,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4010",4010,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4011",4011,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4012",4012,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4013",4013,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4014",4014,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4015",4015,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4016",4016,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4017",4017,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4018",4018,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4019",4019,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
"4020",4020,114,"Nider","Inflow","Amphipoda","Gammaridae",2,1,30231,24.2948159790324,"beaver","kick_net"
